"title","release_date","rating","director","writer","genres","runtime","original_language","budget","revenue"
"Adipurush","16/06/2023 (IN)","53","Om Raut","","Aksiyon,Macera,Fantastik","2h 59m","Hintçe","$63,000,000.00","$43,000,000.00"
"Adult Only Institute","14/03/2017 (KR)","45","Choi Moo-yeon","","Komedi,Dram,Romantik","1h 27m","Korece","-","-"
"Afacan Dennis","25/06/1993 (US)","58","Nick Castle","","Aile,Komedi","1h 35m","İngilizce","$35,000,000.00","$117,270,765.00"
"Afacan Kardeşim Ramona","23/07/2010 (US)","65","Elizabeth Allen Rosenbaum","","Komedi,Aile","1h 43m","İngilizce","$15,000,000.00","$27,293,743.00"
"Afacan Köpek Beethoven","03/04/1992 (US)","58","Brian Levant","John Hughes","Aile,Komedi","1h 27m","İngilizce","-","$147,214,049.00"
"Afacan Köpek Beethoven 2","16/12/1993 (US)","55","Rod Daniel","","Aile,Komedi","1h 29m","İngilizce","$15,000,000.00","$118,243,066.00"
"Afacanlar Yuvada","09/05/2003 (US)","59","Steve Carr","","Komedi,Aile","1h 32m","İngilizce","$60,000,000.00","$164,433,867.00"
"Affedilmeyen","04/12/1992 (TR)","79","Clint Eastwood","David Webb Peoples","Vahşi Batı","2h 10m","İngilizce","$14,400,000.00","$159,157,447.00"
"Affetmeyen Adam","22/12/1976 (US)","68","James Fargo","","Suç,Aksiyon","1h 36m","İngilizce","$9,000,000.00","$46,236,000.00"
"Afili Aynasızlar","17/09/2004 (TR)","58","Todd Phillips","","Komedi,Suç","1h 41m","İngilizce","$60,000,000.00","$170,300,000.00"
"Afrika Kaplanı","17/01/1998 (HK)","71","Jackie Chan","","Macera,Aksiyon,Komedi,Gerilim","2h","Cantonese","-","-"
"Afrika Kraliçesi","07/01/1952 (GB)","74","John Huston","","Romantik,Macera","1h 45m","İngilizce","$1,000,000.00","$10,750,000.00"
"After","12/04/2019 (US)","71","Jenny Gage","","Romantik,Dram","1h 46m","İngilizce","$14,000,000.00","$69,500,000.00"
"After Love","14/05/2016 (KR)","0","Eo Il-seon","Eo Il-seon","Dram,Romantik","1h 47m","Korece","-","-"
"After Paramparça","23/10/2020 (US)","72","Roger Kumble","","Romantik,Dram","1h 45m","İngilizce","$14,000,000.00","$48,000,000.00"
"After the Rain","22/01/2000 (JP)","71","Takashi Koizumi","Akira Kurosawa","Dram","1h 31m","Japonca","$3,800,000.00","-"
"Aftermath","09/11/2012 (PL)","66","Władysław Pasikowski","Władysław Pasikowski","Gizem,Dram,Gerilim","1h 47m","Lehçe","-","-"
"Agak Laen","01/02/2024 (ID)","84","Muhadkly Acho","Muhadkly Acho","Komedi,Korku","1h 59m","Endonezce","-","-"
"Agnes","10/12/2021 (US)","42","Mickey Reece","Mickey Reece","Korku,Dram","1h 33m","İngilizce","-","-"
"Agnes of God","27/09/1985 (US)","61","Norman Jewison","","Dram,Gizem","1h 38m","İngilizce","-","-"
"Ağaçkakan Woody Yaz Kampında","12/04/2024 (TR)","68","Jonathan A. Rosenbaum","","Aile,Komedi,Animasyon","1h 40m","İngilizce","-","-"
"Ağdaki Örümcek","30/08/2019 (US)","50","Eran Riklis","Emmanuel Naccache","Gerilim","1h 53m","İngilizce","-","-"
"Ağır Siklet","12/10/2012 (US)","62","Frank Coraci","Allan Loeb","Komedi,Aksiyon,Dram","1h 45m","İngilizce","$42,000,000.00","$73,100,000.00"
"Ağlatan Oyun","30/10/1992 (GB)","68","Neil Jordan","","Suç,Dram,Gerilim","1h 52m","İngilizce","$3,705,538.00","$62,548,947.00"
"Ahırda Bir Şey Var","01/12/2023 (FI)","63","Magnus Martens","Aleksander Kirkwood Brown","Komedi,Korku,Fantastik","1h 40m","İngilizce","-","$1,295,585.00"
"Ahlaksız Hikayeler","28/08/1974 (FR)","58","Walerian Borowczyk","","Dram,Romantik","2h 5m","Fransızca","-","-"
"Ahlaksız Teklif","07/04/1993 (US)","63","Adrian Lyne","","Romantik,Dram","1h 57m","İngilizce","$38,000,000.00","$266,614,059.00"
"Ahmak","14/12/1979 (US)","69","Carl Reiner","","Komedi","1h 34m","İngilizce","$4,000,000.00","$100,000,000.00"
"Ahtapot","05/06/1983 (GB)","63","John Glen","","Macera,Aksiyon,Gerilim","2h 11m","İngilizce","$27,500,000.00","$187,500,000.00"
"Aİ","13/01/2023 (TR)","65","Jerzy Skolimowski","Jerzy Skolimowski","Dram,Macera","1h 28m","Lehçe","-","$1,068,353.00"
"Aile Babası","28/07/2017 (US)","67","Mark Williams","","Dram","1h 48m","İngilizce","-","$1,641,235.00"
"Aile Bağları","15/12/2005 (US)","63","Thomas Bezucha","Thomas Bezucha","Komedi,Dram,Romantik","1h 43m","İngilizce","$19,000,000.00","$92,884,429.00"
"Aile Kanı","16/03/2018 (US)","46","Sonny Mallhi","Sonny Mallhi","Korku,Gerilim","1h 32m","İngilizce","-","-"
"Aile Sırları","28/02/2014 (TR)","69","John Wells","","Komedi,Dram","2h 1m","İngilizce","$25,000,000.00","$74,188,937.00"
"Ailem Robotlara Karşı","30/04/2021 (TR)","79","Mike Rianda","Mike Rianda","Animasyon,Macera,Komedi","1h 53m","İngilizce","$75,000,000.00","-"
"Ajan","05/06/2015 (US)","68","Paul Feig","","Aksiyon,Komedi,Suç","2h","İngilizce","$65,000,000.00","$235,666,219.00"
"Ajan 117","19/04/2006 (FR)","73","Michel Hazanavicius","","Suç,Aksiyon,Macera,Komedi","1h 39m","Fransızca","-","-"
"Ajan Jade Black","07/01/2020 (US)","36","Terry Spears","Terry Spears","Aksiyon","1h 41m","İngilizce","-","-"
"Ajan Oyunu","08/04/2022 (US)","51","Grant S. Johnson","Tyler W. Konney","Aksiyon,Gerilim","1h 30m","İngilizce","-","-"
"Ajan Salt","23/07/2010 (US)","64","Phillip Noyce","Kurt Wimmer","Aksiyon,Gizem,Gerilim","1h 40m","İngilizce","$110,000,000.00","$293,329,073.00"
"AK-47","20/02/2020 (RU)","74","Konstantin Buslov","","Savaş,Tarih,Dram","1h 45m","Rusça","$3,500,000.00","$1,593,464.00"
"Akbaba Operasyonu","09/07/1987 (HK)","72","Sammo Hung","","Aksiyon,Macera,Savaş","1h 37m","Cantonese","-","-"
"Akbabanın Üç Günü","24/09/1975 (US)","73","Sydney Pollack","","Gerilim,Gizem","1h 57m","İngilizce","$7,800,000.00","$41,509,797.00"
"Akıbet","07/04/2017 (US)","57","Elliott Lester","Javier Gullón","Dram,Gerilim","1h 32m","İngilizce","$10,500,000.00","$840,809.00"
"Akıl Defteri","27/07/2001 (TR)","82","Christopher Nolan","","Gizem,Gerilim","1h 53m","İngilizce","$9,000,000.00","$40,000,000.00"
"Akıl Hocası","20/07/1990 (US)","63","Andrew Bergman","","Komedi,Suç","1h 42m","İngilizce","-","-"
"Akılalmaz","15/06/2010 (US)","68","Gregor Jordan","Peter Woodward","Dram,Gerilim","1h 37m","İngilizce","$15,000,000.00","-"
"Akıllı Ol","20/06/2008 (US)","62","Peter Segal","","Aksiyon,Komedi,Gerilim","1h 50m","İngilizce","$80,000,000.00","$230,685,453.00"
"Aklım Karıştı","21/12/1999 (US)","76","James Mangold","","Dram","2h 7m","İngilizce","$40,000,000.00","$48,350,205.00"
"Aklımı Başımdan Al","19/08/2022 (US)","49","Jeff Baena","Jeff Baena","Romantik,Komedi","1h 44m","İngilizce","-","-"
"Ak-Nyeo","08/06/2017 (KR)","69","Jung Byung-gil","Jung Byung-gil","Aksiyon,Suç,Dram,Gerilim","2h 9m","Korece","$125,000.00","$8,737,458.00"
"Akrep Kral","26/04/2002 (TR)","56","Chuck Russell","","Aksiyon,Macera,Fantastik,Dram","1h 32m","İngilizce","$60,000,000.00","$165,333,180.00"
"Akrep Kral 2: Bir Savaşçının Doğuşu","19/08/2008 (US)","47","Russell Mulcahy","Randall McCormick","Aksiyon,Macera,Fantastik,Bilim-Kurgu","1h 49m","İngilizce","-","-"
"Akrep Kral 3: Kurtarmak İçin Savaş","17/01/2012 (US)","46","Roel Reiné","Shane Kuhn","Aksiyon,Macera,Fantastik,Dram","1h 46m","İngilizce","$5,000,000.00","-"
"Akrep Kral 4: Güç Peşinde","21/01/2015 (US)","52","Mike Elliott","Michael D. Weiss","Aksiyon,Macera,Fantastik","1h 45m","İngilizce","-","-"
"Akrep Kral 5: Ruhlar Kitabı","23/10/2018 (US)","59","Don Michael Paul","David Alton Hedges","Aksiyon,Macera,Fantastik","1h 42m","İngilizce","-","-"
"Akşam Okulu","28/09/2018 (US)","62","Malcolm D. Lee","Nicholas Stoller","Komedi","1h 51m","İngilizce","$29,000,000.00","$33,157,615.00"
"Akşam Yemeği","05/05/2017 (US)","45","Oren Moverman","","Dram,Gerilim,Gizem","2h","İngilizce","-","$2,500,000.00"
"Alaaddin","21/01/1994 (TR)","77","John Musker","","Animasyon,Aile,Macera,Fantastik,Romantik","1h 35m","İngilizce","$28,000,000.00","$504,050,219.00"
"Alaaddin 2: Alaaddin'in Dönüşü","03/10/2018 (FR)","48","Lionel Steketee","Daive Cohen","Komedi,Fantastik,Macera","1h 38m","Fransızca","$18,900,000.00","$19,000,000.00"
"Alaaddin’in Yeni Serüvenleri","14/10/2015 (FR)","47","Arthur Benzaquen","","Komedi,Fantastik,Macera","1h 47m","Fransızca","$17,800,000.00","$35,800,000.00"
"Alacakaranlık","12/06/2009 (TR)","63","Catherine Hardwicke","","Fantastik,Dram,Romantik","2h 1m","İngilizce","$37,000,000.00","$393,616,788.00"
"Alacakaranlık Efsanesi: Şafak Vakti Bölüm 1","17/11/2011 (US)","62","Bill Condon","","Macera,Fantastik,Romantik","1h 57m","İngilizce","$110,000,000.00","$712,171,856.00"
"Aladdin","01/01/2002 (US)","61","Masakazu Higuchi","","Animasyon,Fantastik,Aile,Macera","49m","İngilizce","-","-"
"Alamo","09/04/2004 (US)","58","John Lee Hancock","","Tarih,Savaş,Dram","2h 17m","İngilizce","$107,000,000.00","$25,819,961.00"
"Alcatraz'dan Kaçış","22/06/1979 (US)","75","Don Siegel","","Dram,Gerilim","1h 53m","İngilizce","$8,000,000.00","$43,004,381.00"
"Alçak Adam","01/11/2001 (US)","62","Peter Farrelly","","Komedi,Romantik","1h 54m","İngilizce","$40,000,000.00","$141,069,860.00"
"Aldığın her nefes","02/04/2021 (US)","60","Vaughn Stein","","Gerilim,Gizem","1h 45m","İngilizce","-","-"
"Alev Almış Bir Genç Kızın Portresi","03/10/2019 (TR)","81","Céline Sciamma","","Dram,Romantik","1h 59m","Fransızca","$5,740,000.00","$9,923,127.00"
"Alev Kapanı","08/11/1991 (TR)","66","Ron Howard","Gregory Widen","Dram,Gerilim,Aksiyon,Suç","2h 17m","İngilizce","$75,000,000.00","$152,368,585.00"
"Alev Kapanı 2","14/05/2019 (US)","64","Gonzalo López-Gallego","Gregory Widen","Aksiyon,Suç,Dram","1h 41m","İngilizce","-","-"
"Alexander ve Felaket, Korkunç, Berbat, Çok Kötü Bir Gün","10/10/2014 (US)","62","Miguel Arteta","","Aile,Komedi","1h 21m","İngilizce","$28,000,000.00","$100,654,149.00"
"Alfa Kurt","17/08/2018 (US)","65","Albert Hughes","","Macera,Dram","1h 37m","İngilizce","$51,000,000.00","$99,630,675.00"
"Alfie","05/11/2004 (US)","58","Charles Shyer","","Komedi,Dram,Romantik","1h 43m","İngilizce","$60,000,000.00","$35,060,882.00"
"Ali","10/12/2001 (US)","68","Michael Mann","","Dram","2h 37m","İngilizce","$107,000,000.00","$87,700,000.00"
"Alice Harikalar Diyarında","28/07/1951 (US)","72","Hamilton Luske","","Animasyon,Aile,Fantastik,Macera","1h 15m","İngilizce","$3,000,000.00","$57,200,000.00"
"Alice, Darling","07/04/2023 (TR)","57","Mary Nighy","","Gerilim,Dram,Romantik","1h 30m","İngilizce","$4,000,000.00","$121,067.00"
"Alien Predator'a Karşı","28/10/2004 (TR)","59","Paul W. S. Anderson","","Macera,Bilim-Kurgu,Aksiyon,Korku","1h 40m","İngilizce","$70,000,000.00","$177,427,090.00"
"Alienoid: Return to the Future","10/01/2024 (KR)","67","Choi Dong-hoon","Choi Dong-hoon","Bilim-Kurgu,Aksiyon,Fantastik,Macera","2h 2m","Korece","-","$9,800,000.00"
"Aliens vs Predator: Requiem","25/12/2007 (US)","52","Greg Strause","","Fantastik,Aksiyon,Bilim-Kurgu,Gerilim,Korku","1h 34m","İngilizce","$40,000,000.00","$130,290,885.00"
"Alive","24/06/2020 (KR)","73","Cho Il","","Korku,Aksiyon,Macera,Gerilim","1h 38m","Korece","$6,300,000.00","$13,416,285.00"
"Alkatraz Kuşçusu","04/07/1962 (US)","75","John Frankenheimer","","Dram,Suç","2h 27m","İngilizce","$2,650,000.00","$3,100,000.00"
"All About Lily Chou-Chou","19/01/2003 (TR)","73","Shunji Iwai","Shunji Iwai","Dram,Suç","2h 26m","Japonca","$1.00","-"
"All Eyes Off Me","20/01/2023 (US)","43","Hadas ben Aroya","Hadas ben Aroya","Dram","1h 28m","İbranice","-","-"
"All Eyez on Me","16/06/2017 (US)","67","Benny Boom","","Tarih,Dram,Müzik","2h 9m","İngilizce","$40,000,000.00","$44,922,302.00"
"All Fun and Games","01/09/2023 (US)","56","Eren Celeboglu","J.J. Braider","Korku,Gerilim","1h 36m","İngilizce","-","$165,485.00"
"All of Us Strangers","22/12/2023 (US)","75","Andrew Haigh","Andrew Haigh","Romantik,Dram,Fantastik","1h 46m","İngilizce","-","$14,864,960.00"
"All the Names of God","15/09/2023 (ES)","64","Daniel Calparsoro","","Dram,Aksiyon,Gerilim","1h 45m","İspanyolca; Kastilyaca","-","-"
"All Things Fair","03/11/1995 (SE)","65","Bo Widerberg","","Dram,Romantik,Savaş","2h 5m","İsveçce","-","-"
"Allan Quatermain ve Kayıp Şehir","18/12/1986 (US)","47","Gary Nelson","","Macera,Aksiyon,Komedi,Gizem","1h 39m","İngilizce","-","$3,751,285.00"
"Aloha","29/05/2015 (US)","55","Cameron Crowe","Cameron Crowe","Dram,Komedi,Romantik","1h 45m","İngilizce","$37,000,000.00","$26,250,020.00"
"Alone in Berlin","13/01/2017 (US)","67","Vincent Perez","","Savaş,Gerilim,Dram","1h 43m","İngilizce","-","$33,125.00"
"Altın","13/01/2022 (AU)","62","Anthony Hayes","","Aksiyon,Macera,Gerilim","1h 37m","İngilizce","$6,500,000.00","$176,048.00"
"Altın","03/02/2017 (TR)","66","Stephen Gaghan","Patrick Massett","Macera,Dram,Gerilim","2h","İngilizce","$20,000,000.00","$14,880,939.00"
"Altın","03/02/2017 (TR)","66","Stephen Gaghan","John Zinman","Macera,Dram,Gerilim","2h","İngilizce","$20,000,000.00","$14,880,939.00"
"Altın Eldiven","12/04/2019 (TR)","70","Fatih Akin","","Suç,Gerilim","1h 55m","Almanca","-","-"
"Altın Göl","04/12/1981 (US)","72","Mark Rydell","Donald Stewart","Dram,Romantik","1h 49m","İngilizce","$15,000,000.00","$119,285,432.00"
"Altın Pusula","05/12/2007 (GB)","61","Chris Weitz","","Macera,Fantastik","1h 53m","İngilizce","$180,000,000.00","$372,200,000.00"
"Altın Şans","08/02/2008 (US)","57","Andy Tennant","","Macera,Romantik,Komedi","1h 52m","İngilizce","$70,000,000.00","$111,231,041.00"
"Altın Tabancalı Adam","20/12/1974 (US)","64","Guy Hamilton","","Macera,Aksiyon,Gerilim","2h 5m","İngilizce","$7,000,000.00","$97,572,000.00"
"Altın Yumruk","05/10/1978 (US)","74","Yuen Woo-Ping","Yuen Woo-Ping","Aksiyon,Komedi","1h 51m","Cantonese","-","-"
"Altın Yumruk 2","03/02/1994 (HK)","74","Lau Kar-leung","Yuen Kai-Chi","Aksiyon,Komedi","1h 42m","Cantonese","$10,000,000.00","$11,555,430.00"
"Altına Hücum","15/08/1925 (US)","80","Charlie Chaplin","Charlie Chaplin","Macera,Komedi,Dram","1h 35m","İngilizce","$923,000.00","$4,000,000.00"
"Altıncı His","04/02/2000 (TR)","80","M. Night Shyamalan","M. Night Shyamalan","Gizem,Gerilim,Dram","1h 47m","İngilizce","$40,000,000.00","$672,800,000.00"
"Altınlı Kadın","10/04/2015 (TR)","73","Simon Curtis","Alexi Kaye Campbell","Dram","1h 49m","İngilizce","$11,000,000.00","$61,619,773.00"
"Alvin ve Sincaplar: Eğlence Adası","16/12/2011 (US)","57","Mike Mitchell","Jonathan Aibel","Komedi,Fantastik,Aile,Müzik,Animasyon","1h 27m","İngilizce","$75,000,000.00","$342,695,435.00"
"Always","20/10/2011 (KR)","78","Song Il-gon","Song Il-gon","Romantik,Dram","1h 48m","Korece","-","$6,941,450.00"
"Always Watching: A Marble Hornets Story","07/04/2015 (US)","51","James Moran","Joseph DeLage","Korku","1h 31m","İngilizce","-","-"
"Aman Tanrım! 2","09/06/2007 (US)","56","Tom Shadyac","","Fantastik,Komedi,Aile","1h 36m","İngilizce","$175,000,000.00","$174,400,000.00"
"Amar Singh Chamkila","12/04/2024 (IN)","77","Imtiaz Ali","Imtiaz Ali","Dram,Müzik","2h 26m","Hintçe","-","-"
"Amazon'da Fırtına","30/03/1984 (US)","68","Robert Zemeckis","","Romantik,Komedi,Aksiyon,Macera","1h 46m","İngilizce","$10,000,000.00","$86,572,238.00"
"Amazonia: The Catherine Miles Story","09/08/1985 (IT)","61","Mario Gariazzo","","Macera,Dram,Korku","1h 30m","İtalyanca","-","-"
"Ambush","24/02/2023 (US)","64","Mark Burman","Mark Burman","Savaş,Aksiyon,Gerilim","1h 44m","İngilizce","-","-"
"Amcalar","20/10/2023 (TR)","61","Bill Burr","Bill Burr","Komedi","1h 44m","İngilizce","-","-"
"Amelie","23/11/2001 (TR)","79","Jean-Pierre Jeunet","Jean-Pierre Jeunet","Komedi,Romantik","2h 2m","Fransızca","$10,000,000.00","$173,921,954.00"
"American Horror House","13/10/2012 (US)","62","Darin Scott","Anthony C. Ferrante","Korku","1h 25m","İngilizce","-","-"
"Amerika: Sinema Filmi","30/06/2021 (TR)","57","Matt Thompson","Dave Callaham","Animasyon,Aksiyon,Komedi","1h 38m","İngilizce","-","-"
"Amerikalı Fare","21/11/1986 (US)","67","Don Bluth","","Komedi,Macera,Dram,Aile,Animasyon","1h 20m","İngilizce","$9,000,000.00","$84,542,002.00"
"Amerikalılar","28/09/1992 (US)","74","James Foley","","Suç,Dram,Gizem","1h 40m","İngilizce","$12,500,000.00","$10,725,228.00"
"Amerikan Fare: Batıya Yolculuk","21/11/1991 (US)","63","Phil Nibbelink","","Animasyon,Aile,Vahşi Batı,Macera,Komedi","1h 15m","İngilizce","-","$40,766,041.00"
"Amerikan Gangsteri","18/01/2008 (TR)","76","Ridley Scott","Mark Jacobson","Dram,Suç","2h 37m","İngilizce","$100,000,000.00","$266,500,000.00"
"Amerikan Gücü: Dünya Polisi","11/10/2004 (US)","67","Trey Parker","","Macera,Aksiyon,Komedi","1h 37m","İngilizce","$32,000,000.00","$50,900,000.00"
"Amerikan Haydutları","17/08/2001 (US)","60","Les Mayfield","","Vahşi Batı,Aksiyon","1h 34m","İngilizce","$35,000,000.00","$13,678,913.00"
"Amerikan Kuşatması","19/04/2022 (CA)","54","Edward Drake","","Aksiyon,Macera,Gerilim","1h 31m","İngilizce","-","-"
"Amerikan Pastası 3: Düğün","03/10/2003 (TR)","62","Jesse Dylan","","Komedi,Romantik","1h 43m","İngilizce","$55,000,000.00","$231,449,203.00"
"Amerikan Pastası 4: Bando Kampı","26/12/2005 (US)","55","Steve Rash","Brad Riddell","Komedi","1h 34m","İngilizce","$7,000,000.00","-"
"Amerikan Pastası 5: Çıplak Yol","21/12/2006 (US)","55","Joe Nussbaum","Erik Lindsay","Komedi","1h 37m","İngilizce","-","-"
"Amerikan Pastası 7: Aşk Kitabı","22/12/2009 (US)","53","John Putch","David H. Steinberg","Komedi","1h 33m","İngilizce","$8,000,000.00","$5,021,219.00"
"Amerikan Romanı","26/02/2024 (TR)","73","Cord Jefferson","Cord Jefferson","Komedi,Dram","1h 59m","İngilizce","$16,000,000.00","$21,976,115.00"
"Amerikan Rüyası","18/02/1994 (TR)","72","Emir Kusturica","","Fantastik,Komedi,Dram,Romantik","2h 22m","İngilizce","$19,000,000.00","-"
"Amerikan Rüyası 2","05/03/2021 (TR)","64","Craig Brewer","","Komedi","1h 49m","İngilizce","$60,000,000.00","-"
"Amerikan Rüyası İçin Ağıt","18/04/2015 (US)","76","Jared P. Scott","Jared P. Scott","Belgesel","1h 13m","İngilizce","-","$44,695.00"
"Amerikan Sapığı","09/03/2001 (TR)","74","Mary Harron","","Gerilim,Dram,Suç","1h 42m","İngilizce","$7,000,000.00","$34,300,000.00"
"Amerikan Sapığı 2","22/04/2002 (US)","45","Morgan J. Freeman","","Korku,Gerilim","1h 28m","İngilizce","$10,000,000.00","-"
"Amiral","06/06/2008 (RU)","65","Andrey Kravchuk","Vladimir Valutskiy","Savaş,Dram","2h 3m","Rusça","$2,000,000.00","$38,135,878.00"
"An Affair: My Friend's Mom","24/08/2017 (KR)","36","Kwak Yeong-geun","Gi Dae-ho","Romantik,Dram","1h 12m","Korece","-","-"
"An American Pickle","26/07/2020 (US)","57","Brandon Trost","","Komedi,Dram","1h 29m","İngilizce","-","-"
"An Interview with God","20/08/2018 (US)","70","Perry Lang","Ken Aguado","Dram,Gizem","1h 37m","İngilizce","-","-"
"Ana","28/05/2009 (KR)","77","Bong Joon-ho","","Suç,Dram,Gizem","2h 9m","Korece","$5,000,000.00","$17,112,713.00"
"Anaconda","14/11/1997 (TR)","52","Luis Llosa","Jim Cash","Macera,Korku,Gerilim","1h 29m","İngilizce","$45,000,000.00","$136,900,000.00"
"Anaconda 2: Lanetli Orkidenin Peşinde","17/09/2004 (TR)","54","Dwight H. Little","","Macera,Fantastik,Aksiyon,Korku","1h 34m","İngilizce","$20,000,000.00","$71,000,000.00"
"Anaconda 3: Varoluş","26/07/2008 (US)","47","Don E. FauntLeRoy","David C. Olson","Korku,Fantastik,Aksiyon,Macera,TV film","1h 31m","İngilizce","-","-"
"Anaconda 4: Kan Peşinde","27/02/2009 (US)","47","Don E. FauntLeRoy","David C. Olson","Korku,Fantastik,Aksiyon,Macera,TV film","1h 29m","İngilizce","-","-"
"Anahtar","19/10/1983 (IT)","60","Tinto Brass","Tinto Brass","Dram,Romantik","1h 50m","İtalyanca","-","-"
"Anchorman 2: Çılgın Haber Ekibi","18/12/2013 (US)","61","Adam McKay","","Komedi","1h 59m","İngilizce","$50,000,000.00","$173,700,000.00"
"Anchorman: O Bir Efsane","09/07/2004 (US)","67","Adam McKay","Adam McKay","Komedi","1h 35m","İngilizce","$26,000,000.00","$90,574,188.00"
"Ancika","11/01/2024 (ID)","70","Benni Setiawan","Benni Setiawan","Dram,Romantik","1h 40m","Endonezce","-","-"
"And Then There Were None","31/10/1945 (US)","70","René Clair","","Suç,Dram,Gizem","1h 38m","İngilizce","-","$1,000,000.00"
"Anestezi","30/11/2007 (US)","65","Joby Harold","Joby Harold","Gerilim,Suç,Gizem","1h 24m","İngilizce","$86,000,000.00","$14,373,825.00"
"Angel and the Badman","15/02/1947 (US)","65","James Edward Grant","","Vahşi Batı,Romantik,Macera,Aksiyon","1h 40m","İngilizce","-","-"
"Angel Guts: Kırmızı Porno","25/12/1981 (JP)","59","Toshiharu Ikeda","","Dram","1h 7m","Japonca","-","-"
"Angel's Egg","22/12/1985 (JP)","78","Mamoru Oshii","","Animasyon,Fantastik,Gizem","1h 11m","Japonca","-","-"
"Angels of Sex","04/05/2012 (ES)","64","Xavier Villaverde","","Romantik,Dram","1h 45m","İspanyolca; Kastilyaca","-","-"
"Angry Birds Film","13/05/2016 (TR)","62","Clay Kaytis","","Animasyon,Macera,Komedi,Aile","1h 37m","İngilizce","$73,000,000.00","$349,779,543.00"
"Ani Vuruş","08/12/1983 (US)","65","Clint Eastwood","Dean Riesner","Gerilim,Suç,Aksiyon","1h 57m","İngilizce","$22,000,000.00","$150,000,000.00"
"Aniden","02/10/2020 (US)","69","Brian Duffield","","Komedi,Korku","1h 41m","İngilizce","-","-"
"Animatrix","31/05/2003 (US)","72","Yoshiaki Kawajiri","Yoshiaki Kawajiri","Animasyon,Bilim-Kurgu","1h 42m","İngilizce","$5,000,000.00","-"
